x,y,class
-5.162353746288722,0.209438077396527,1.0
-1.3777750826544488,-4.454492644794578,1.0
5.059927399786948,-0.22852555942373584,1.0
3.572564204686278,3.8764462194061404,1.0
-0.7736697669475481,4.938663073811329,1.0
-3.5578820823867905,2.774986418750856,1.0
-3.975991425617596,2.1267158011949516,1.0
-4.117537780909219,2.5761631685456097,1.0
4.537329618624294,-2.97594052363937,1.0
-1.059558719118712,-4.6084400187809615,1.0
-3.998827225331435,-3.22041477321667,1.0
-1.7209943000618804,4.397292251799805,1.0
2.156277769710321,-4.312652045903611,1.0
5.136257965198494,-1.4901034551614285,1.0
2.261898950853567,-4.714319157480206,1.0
4.595177081149306,0.045189720190871654,1.0
-3.226730209323847,-3.725629580072694,1.0
4.2974024803047515,1.4302834230281318,1.0
-0.23798382970253523,4.975201538563746,1.0
4.805563743909474,1.88607582784753,1.0
-3.6706522210650663,-2.803012443099942,1.0
-1.8578963465836509,-4.413801096952848,1.0
3.6843296055161576,3.2271533846452836,1.0
-4.038995140938611,3.6135626158520826,1.0
-5.286885640811013,1.4915397699880064,1.0
-3.0914378565972016,3.331550794230176,1.0
3.811836319897972,3.626032024319144,1.0
-4.2535147948195275,2.375143631323204,1.0
0.036213119764515356,-4.892324162804503,1.0
4.739941685763838,2.2672126555971,1.0
4.745247777567526,2.615715682191487,1.0
-3.3347197973185287,4.311875046396567,1.0
4.740576951883457,-1.8177194274507265,1.0
-2.3780134823232406,-4.235171523564725,1.0
-2.2912319290283465,-4.765336460604545,1.0
-3.0723423721031944,3.6239103869079887,1.0
-4.212199989183745,-2.811088227115363,1.0
4.848738062379236,0.3090693598988026,1.0
-3.383422731680244,-3.891438634885437,1.0
4.054051935481143,-2.456836331094024,1.0
-3.56610836744722,-3.048592376834217,1.0
3.799817623414197,-3.8624734082150467,1.0
-0.749192996273217,-4.540408240537747,1.0
3.6371403927249624,3.4395965370407025,1.0
3.861567822506371,-2.7156481639919763,1.0
4.149099457245177,1.840342062189342,1.0
-4.4331030483578955,-0.9607622403768176,1.0
2.931459544220605,3.6420109224122696,1.0
5.352258955170341,0.39439588588542396,1.0
-4.220023523380715,2.2502231886427384,1.0
-1.5219683130133497,5.233652417221805,1.0
-5.061976140086282,0.4464108934624349,1.0
-4.367158061389974,-2.301758051025976,1.0
4.889452768158581,1.378605888598931,1.0
3.591564882518598,3.5025596901396288,1.0
-4.9058216619598465,-1.8941070476948918,1.0
-2.6424371997920963,3.986200479930822,1.0
-0.6332439804876978,-4.811559016014242,1.0
-3.1074072306012814,-4.409112569194457,1.0
3.078446211572952,-4.493000942809895,1.0
-1.9063610347372923,-5.044350487631428,1.0
-4.450342137251922,2.096526514654807,1.0
-2.457147945114125,-4.673829673957594,1.0
-0.7902397075240787,4.913190260429738,1.0
-1.7316043001828247,4.687958097229201,1.0
1.1409261971145694,-4.564241704960085,1.0
-4.805337350297451,1.6817671404190973,1.0
1.4026664686017467,-4.471285769224876,1.0
2.123478062828167,-4.3399145565275585,1.0
3.3498299674743968,-4.1779166637538525,1.0
4.075982358744607,-2.3543428987428263,1.0
-4.148076606645145,1.9206635659357472,1.0
-1.915904563085764,4.147907916829967,1.0
-4.731130902381585,-2.686733441016479,1.0
-3.454266750268629,3.6245404522599185,1.0
-3.952231485947614,-2.912420500612332,1.0
-1.4629043552596084,-5.10542281790364,1.0
-2.013867303446862,-4.941191841759413,1.0
-3.4072625713623412,3.426460557239225,1.0
2.5913377049672572,4.500959611653154,1.0
-4.7768926320898215,2.2284596745914653,1.0
3.2205273113250676,4.024751860750795,1.0
3.585922693222843,-2.9628525407340085,1.0
-3.0461619677302374,4.4295616254883186,1.0
2.8465223605951544,4.158098647464428,1.0
4.721468768059817,0.7614296955235589,1.0
-2.9985577045008722,-3.9072399940889664,1.0
-2.959853324450813,-3.439305118503068,1.0
-2.494550118698951,3.8979957459129766,1.0
4.740019219252745,2.2930766195185743,1.0
-3.7938528536971887,2.420079593200885,1.0
-1.8448246435911104,4.557328337984734,1.0
-2.220343507815453,-4.50507305450313,1.0
-3.585156148575338,-2.80915469317552,1.0
-3.6089199292191876,4.1146423322676755,1.0
0.9469805221529983,4.630279531231635,1.0
4.790631169074166,-0.3608023553830681,1.0
-4.604697518157514,1.36916924714411,1.0
-1.7889705243019207,-4.379089661152916,1.0
2.857279350890341,3.4783934915279526,1.0
-5.207924453620805,0.47283174685470514,1.0
5.385223489290732,0.9411523198011338,1.0
-4.721518678874167,-0.16189589634047633,1.0
5.0316548480358785,-1.1573702065571978,1.0
-3.9146772321480166,3.486083658015856,1.0
5.188682215783939,1.297393887494118,1.0
4.829809294972326,0.9514307045128321,1.0
-3.661700153172956,3.1080697020191077,1.0
2.584884058138034,4.074536481173066,1.0
5.156612259818377,0.76208343648483,1.0
0.20752119028405247,-5.312728004616747,1.0
-4.523532681165943,1.2063007193554074,1.0
-1.1889526045850096,4.723606462122295,1.0
4.371920346695698,-3.1728962118862976,1.0
3.955393673667266,3.5377757133943786,1.0
5.275821330546081,-1.4997936479759866,1.0
-2.055363236954989,4.835556507636539,1.0
3.738798538715796,-3.156698395833741,1.0
-4.062383920581319,-3.067838072437977,1.0
2.3922467787569204,-4.5730977993118795,1.0
4.555377259023319,-0.45912491757831003,1.0
-1.2055005968344361,4.898338277563113,1.0
5.054774682248465,-1.2594746546312403,1.0
-3.5865289640257587,2.9867537804423177,1.0
-3.9722719040641303,3.47938604573616,1.0
-2.7344537182309905,4.285733139936374,1.0
-5.2687317914932885,-1.4025646900387132,1.0
2.5733649089854325,3.7431795816457396,1.0
-4.496525138026703,-1.5778450115151528,1.0
-4.927406040435481,-1.3215603263109181,1.0
0.3583587345701722,-4.783154399424948,1.0
2.6161908599238903,-4.510627977044967,1.0
-4.8950492511249974,1.922401984667666,1.0
-1.4862720844696256,4.355932562656711,1.0
-0.29390846960396927,5.005232701857246,1.0
1.707835066594342,4.708745478702366,1.0
4.553341657101843,1.7253912521199073,1.0
-2.9813153333934093,4.54185330511687,1.0
-0.6759385779917221,5.284451781128449,1.0
5.081939194767253,-1.0885216488880294,1.0
-4.8752881639963075,-1.8495317196882486,1.0
-2.8473231726700705,4.063419476518733,1.0
-4.742760323702647,-2.625529681734917,1.0
3.331319219273499,3.9857413252919147,1.0
-4.909116755835917,1.8007819470236344,1.0
-3.761771052973023,-3.8205769057526107,1.0
-4.76246089587837,0.33275479770195376,1.0
-4.328105948652687,3.071237613065092,1.0
4.691733800772396,-0.181433906260788,1.0
3.5386551535153425,-3.309872858386498,1.0
-3.4533673482167693,-3.3848755403580313,1.0
-4.9662057538925914,-2.3132318772212535,1.0
-3.8894970833820786,-3.682974812262427,1.0
1.566414824778188,4.959688752918873,1.0
-4.1329562478407444,3.2001242229924967,1.0
4.907285185746381,1.2422290777408007,1.0
-5.38291974776754,0.8336496415131309,1.0
-4.814806823987778,-1.3342551380580605,1.0
0.680088308383785,4.832901096562329,1.0
4.544442720204722,-1.0449588107916141,1.0
4.453558541555368,-2.847768690560381,1.0
-0.9115098658018329,-5.154469229958494,1.0
-4.777279833857935,-1.0171143157828453,1.0
3.097068784750835,-3.299324230242001,1.0
3.638812152594544,3.9069090830873354,1.0
1.1359349223005493,-4.366067346449304,1.0
3.6837117472887075,3.6754263915086938,1.0
1.500081619642546,-5.260557763290796,1.0
-0.7959313765540148,4.873088613529115,1.0
